,acronym,title,id,objective,startDate,endDate,durationM,status,ecMaxContribution,totalCost,energy_in_obj,energy_in_title,matches_keywords_in_objective,count_keywords_mathes
26423,Save at Work,save@work - The Energy Saving Contest for Public Authorities,649660,"save@work focusses on overcoming the barriers to energy saving practices in public office buildings and changing the behaviour of public sector employees at work place. A minimum of 9000 employees in at least 180 public office buildings (administrative buildings - municipal/regional or federal state operated) from nine countries will compete in a year-long energy saving contest to achieve the highest energy savings possible compared to the previous year. Throughout the competition participants will benefit from expert knowledge provided by the partners; a web-based Energy Saving Online Tool (feedback system) which helps to visualise actual energy consumption and savings made by each building; tailor made information and campaign materials and the exchange of experience with other participants. The energy saving competition between public office buildings is embedded in an energy quality management system: Analysis – Development of Measures – Implementation – Monitoring and Continuation, which ensures an individual, professional goal-oriented and sustainable approach for realising energy savings.It is projected that the project will lead to 13 GWh primary energy saved and 3,100 t of CO2 avoided in public buildings across Europe. Support from behavioural change experts and an accompanying evaluation of the implemented measures and results will help provide important insights useful for both project implementation as well as future initiatives in this field. Factors of success, barriers and the impact of the project in respect to mid- and long-term changes will be analysed. Project activities and results will be disseminated through a wide communication campaign to the public, as well as other stakeholders in public administrations and academic institutions.  By providing a complete set of strategies and materials needed to replicate this project, our goal is to inspire others to follow our lead and develop energy efficient offices of the future.",2015-02-01,2017-09-30,32.0,CLOSED,1408990.0,1408990.0,['energy'],['energy'],"['energy consumption', 'buildings', 'building']",3
26457,BIOALL,Biomass and CO2 valorisation to high value added chemicals,101008058,"BIOALL falls in the topics of fighting climate change, circular economy and clean energy through the development of efficient low-cost processes for the conversion of biomass and CO2 into high added-value chemicals and fuels. The scientific objectives of the projects aim at obtaining high added value chemicals from biomass. This will be done using a subproduct of biorefinery processes, formic acid, as hydrogen source to transform two key biomass derivative molecules, succinic acid and furfural into gamma-butyrolactone and furfuryl alcohol, that can be used as building block to produce chemicals for the pharmaceutical industry. By doing so, we avoid the use of hydrogen from fossil fuels. Since, formic acid decomposition results also in CO2. we also aim at obtaining cost-effective catalysts for the so-called automethanation, a reaction in which by adding oxygen the yield to methane is enhanced and that can be used in any process to convert CO2. The study of the reactions mechanisms will be also pursued to optimize the processes and expand the knowledge in this area to be useful for related transformations. To achieve these ambitious objectives, BIOALL is composed of a solid multidisciplinary (materials science, catalysis, engineering, economics, management, environmental, social and cost life cycle assessment) and international (Spain, Germany, France, The UK, Chile, Colombia and China) consortium that holds all the scientific, economical and human resources for the successful project development. The intersectoral partnerships with 3 relevant actors in the field, will be key in assessing the objectives. The project will bring together these complementary skills to develop synergies from which a significant added value is expected concerning the progress on the topic and to develop a fruitful long-term cooperation while training researchers and approaching research to the general public.",2021-09-01,2025-08-31,48.0,SIGNED,676200.0,722200.0,['energy'],,"['building', 'climate']",2
26480,HAPPI,Housing Association’s Energy Efficiency Process Planning and Investments,785147,"The overall objective of the here proposed project “Housing Association’s Energy Efficiency Process Planning and Investments” (HAPPI) is to increase the energy renovation rate within the social housing sector using an exemplary action bringing together six social housing associations in the Danish municipality of Sonderborg. It will challenge the complex interplay of non-technological barriers (organizational, legal, financial) through a well-defined process and capacity building, leading ultimately to an aggregated 15,2 MEUR investment program (leverage factor 15,1) for sustainable energy measures in the associated building stock.The total investment in energy efficiency will include 56 different departments of the six social housing organizations’ building stock, involving a total of 6,000 tenants in 3,318 homes, of which 2,100 are flats in storey buildings and 1,208 are terrace houses.The investment launched by HAPPI is anticipated to lead to energy savings of 11,5 GWh/year, annual reductions of 1,640 tons CO2 eq. and the generation of 1.6 GWh/year of renewable energy.",2018-03-01,2022-02-28,48.0,SIGNED,1006250.0,1006250.0,['energy'],['energy'],"['building', 'housing', 'buildings']",3
26520,PHOENIX,Green Hydrogen Production and Plastic Recycling via Anion Exchange Membrane Reactors,101030255,"Achieving climate neutrality by 2050 is currently acknowledged as one the overarching objectives of the EU strategy, where smart sector integration and a just transition to a circular economy are crucial drivers.  In this respect, PHOENIX aims to develop and deliver a disruptive electrochemical reactor combining hydrogen production and plastic waste recycling. Hydrogen has manifold applications i.e., fuel, energy vector and chemical feedstock, and polymer synthesis is prevalent, 260 Mtons synthesised just in 2019 and no drastic reduction in near-term projections. Clearly, a suitable portfolio of novel and scalable technologies is urgently needed to process both commodities (hydrogen & plastics) in a sustainable way. Whence, ramping up the production of green hydrogen, i.e., renewables-derived, perfectly intertwines with the need to boost the whole volume of recycled plastic which currently amounts to only 15% of the total plastic in circulation. To this end, PHOENIX will produce an integrated power-to-molecules device by interfacing a fuel-producing/waste-recycling system to photovoltaic modules. The envisioned system will leverage an exquisite control in the assembly of modular Anion-Exchange Membrane (AEM) electrolysers, processing of nanostructured electrocatalysts and development of value-added chemical reactions to produce a scalable solar-to-chemical reactor. Finally, field validation and techno-economic assessments will identify and potentiate sector coupling along the entire energy and chemistry value chains. This project will be accomplished by an innovation-oriented small-sized enterprise, a world-class academic group and an experienced researcher, embedded in an inter-sectorial research landscape that brings lab innovation to fab delivery. Overall, the PHOENIX approach responds to key societal goals in energy conversion and environmental reparation: hydrogen production, waste valorisation and industrial innovation.",2021-05-01,2023-04-30,24.0,SIGNED,171473.28,171473.28,['energy'],,"['smart', 'climate']",2
26584,NEWSENs,eNergy nEutral Wireless SEnsor Networks,787180,"Urbanisation is a significant worldwide trend that Smart City technologies aim to address through prolific smart sensing and intelligent actuation and control. However, the high battery replacement costs of wireless sensors impede innovation and long-term deployments. This project aims to alleviate this problem through a novel system architecture that is powered by cheap, renewable solar energy and that uses state-of-the-art radio frequency (RF) wireless power transfer (WPT) technologies. More specifically, this project will study the technical, practical, and economic aspects of eNergy nEutral Wireless SEnsor Networks (NEWSENs) that comprise of solar-powered central access points acting as RF-energy and information hubs serving a collection of RF-powered wireless sensor devices. The electromagnetic waves used to wirelessly communicate data information with the small electronic devices and sensors will therefore also be used to power them up through a rectification circuitry. When inter-connected, these wireless devices form networks capable of supporting various Smart City applications. To demonstrate this new system architecture, a proof-of-concept test-bed will be assembled and used to validate the project’s technical results and support further prototyping and commercial exploitation. This interdisciplinary effort will utilise advanced mathematical models, multi-objective optimisation algorithms, and renewable energy economics. The project will coordinate inter-sectoral (telecommunications and renewable energy) R&D at the KIOS Research and Innovation Centre of Excellence and the FOSS Research Centre for Sustainable Energy, both of which operate under the University of Cyprus. These efforts will be further accentuated by an industrial secondment at RIO SYSTEMS, a fabless semiconductor company in Israel, thus enhancing EU competitiveness in green Smart City solutions and WPT technologies while expanding research collaboration with SMEs in neighbouring countries.",2019-05-01,2021-04-30,24.0,CLOSED,151648.8,151648.8,['energy'],['energy'],"['smart', 'city']",2
26596,INTENSSS-PA,A SYSTEMATIC APPROACH FOR INSPIRING TRAINING ENERGY-SPATIAL-SOCIOECONOMIC SUSTAINABILITY TO PUBLIC AUTHORITIES,695982,"INTENSSS-PA will support public authorities to integrate the energy theme into spatial planning and regional physical and socioeconomic landscapes. To achieve this objective INTENSS-PA will provide human and institutional capacity building to public authorities and to the wider network of private and public actors related to energy and regional planning by implementing the Living Lab concept, i.e. an innovative environment of co-creation. Specifically, a network of seven Regional Living Labs (RLL) within the seven different Countries/Regions that participate in the consortium (Thessaly-Greece, Calabria-Italy, Castilla y Leon- Spain, Association of Municipalities-Slovenia, Groningen-Netherlands, Triangle-Denmark and Zemgale-Latvia), will be created. Involving public authorities, private and civil society actors, the RLLs are focused on improving and designing a shared and integrated sustainable energy planning concept and on applying it in order to develop seven sustainable energy plans, i.e. one for each Region. The overall approach will involve learning sessions and experiential projects alongside intense networking. Communication and exploitation activities are envisaged including national Roadshows and a survey with policy makers. It is expected that over 200 people participate in the capacity-building activities performed within the RLLs network, while the stakeholders and policy makers informed on the project results and activities will exceed the 1000 individuals. The project objectives are completely inline with topic EE07’s scope, since it considers innovative capacity building activities to public authorities for integrated energy planning through the establishment of a network of RLLs, i.e. of an ecosystem that stakeholders bring their own specific wealth of knowledge and expertise to the collective, helping to achieve boundary spanning knowledge transfer. Special consideration will be provided on planning requirements deriving from 27/2012/EU Directive.",2016-02-01,2018-07-31,30.0,CLOSED,1697381.0,1697381.0,['energy'],['energy'],"['building', 'living labs', 'living lab']",3
26622,AgroBioHeat,Promoting the penetration of agrobiomass heating in European rural areas,818369,"AgroBioHeat project aims to produce a mass deployment of improved and market ready agrobiomass heating solutions in Europe. Agrobiomass is a large, underexploited and indigenous resource, which can support the achievement of the European Energy and Climate targets, while promoting rural development and circular economy. AgroBioHeat actions will take place mostly in 6 EU countries (GR, ES, FR, RO, HR, UA; 5 EU28+Ukraine) where extensive engagement actions are foreseen. Engagement and matchmaking actions will lead to trigger more than 80 initiatives on agrobiomass for heat, 8 of which will be closely accompanied. To generate trust to market actors, the project will detect more than 100 cases running on agrobiomass and 12 will be approached, documented, visualized and visited by potential early adopters. Simultaneously, the project will perform more than 44 tests, covering different market heating technologies and agrobiomass in order to generate reliable data on its emissions and operational performance, and to show the market and community the existing improved technologies. On the EU level, these results will contribute to the anticipated review of the Ecodesign regulation for agrobiomass boilers, while providing suggestions for suitable emission limits in the 500 kW-1 MW range facilities; thus a harmonization of EU legislation will be achieved. Strategic plans for the deployment of agrobiomass for heating market will be drafted and discussed with more than 240 policy makers in the 6 countries. Promotion of the market includes agrobiomass corners at 15 fairs and a dedicated Observatory tool to visualize cases and technology. 60 technicians from ESCOs and installers in the 6 countries will be trained to be ready to adopt mature agrobiomass heating solutions. Social research capturing perceptions of at least 3,500 people will feed into the formulation of a tailored dissemination campaign, aiming to bring the agrobiomass heating solutions to a wider audience.",2019-01-01,2021-12-31,36.0,SIGNED,2998043.75,2998043.75,['energy'],,"['climate', 'community']",2
26661,Net-UBIEP,Network for Using BIM to Increase the Energy Performance,754016,"The building sector is the largest consumer of energy in Europe,  accounting for nearly 40% of the total consumption (EPBD 2010/31/EU). Furthermore the 2030 European Energy [COM(2014)16Final] and Energy Roadmap 2050 [COM(2011) 885 final], strongly requires more focus on the energy  efficiency on housing sector.Finally, the Directive 2014/24/EU of the European Parliament and of the Council on public procurement, requires that all member states introduce electronic means to exchange information and communication in procurement procedures. For these reasons we believe that the integrated approach of the Net-UBIEP project, based on Building information Modelling, integrated with energy  performance requirements, will be key to solve all the problems in a more effective and efficient manner.The project proposes BIM Qualification Models integrated with energy competences,  to  widespread a better comprehension of energy issues along all the value chain of building industry so that both existing and new building will have better energy performances.  Public Administrations, Professionals (Engineers /  Architects), Technicians (Installers / Maintainers) and Tenants will be therefore involved in the Net-UBIEP activities.The definition of the BIM Qualification Models will pass through the  identification of specific energy BIM competences for each of the above target needed to implement BIM models during the whole building life cycle.  During the project the “integrated” BIM Qualification Models will be validated by stakeholders thanks to the delivering of  different training activities (Seminars / Classrooms Courses /  E-Learning Courses) addressed to at least six BIM Professional Profiles: BIM Manager, BIM Evaluator, BIM Coordinator, BIM Expert, BIM facility manager, BIM user. Once the schemes will be validated, they will be proposed for standardization to find  a broader acceptance at European and international level through regulatory  organizations (CEN / ISO).",2017-07-03,2020-01-02,30.0,CLOSED,995022.5,995022.5,['energy'],['energy'],"['building', 'housing']",2
26663,SynchroGuard,Real-time distribution grid monitoring and automated fault management system,807806,"SynchroGuard is a highly flexible and customisable solution for smart distribution grids, offering combined monitoring, control and fault management in one single solution. SynchroGuard provides to utility operators real-time visibility of the grid status, enables safe integration of renewable energy resources, and optimises grid operation for higher efficiency/reliability by quickly reacting or even pre-empting faults.Competing solutions require both current and voltage sensors at every measurement point to get a complete snapshot of the monitored grid. This is extremely inefficient, as every time a voltage sensor must be installed, a cluster of nearby customers is temporarily disconnected. In contrast, SynchroGuard is the first real-time and cost-effective solution that can be retrofitted to existing distribution grids without disruption, and provide fast response on transient grid events. The key innovation is the use of synchrophasor measurements, which are very frequent and time-synchronized measurements of voltage and current signals, taking advantage of voltage sensors already installed at the primary substation, and requiring only additional clamp-on current sensors, which are cheap and non-invasive.The Distribution Automation (DA) and Substation Automation (SA) segments of the energy management system market already represent €6.5Bn and are expected to grow to €10Bn by 2021. Our initial market research in Europe shows that we can address a market of €1.6Bn with 150 utilities representing 2M substations, building on our initial market traction with utilities in the Netherlands, Switzerland and Hong Kong.",2018-01-01,2018-04-30,4.0,CLOSED,50000.0,71429.0,['energy'],,"['building', 'smart']",2
26689,iclimabuilt,Functional and advanced insulating and energy harvesting/storage materials across climate adaptive building envelopes,952886,"Buildings account for around 40% of total energy use and 36% of CO2 emissions in Europe  . According to the recast Directive on the energy performance of buildings (EPBD)   all new buildings after 2020 should reach nearly zero energy levels, meaning that they should demonstrate very low energy needs mainly covered by renewable energy sources. EU 2030 targets aim at least 40% cuts in greenhouse gas emissions (from 1990 levels), at least 32% share for renewable energy, at least 32.5% improvement in energy efficiency , and 80% reduction of greenhouse gas (GHG) emissions by 2050 . Therefore, an urgent need is present for a deep market transformation by deploying efficient materials and technologies in the construction sector to support the real implementation of nearly zero-energy/emission and plus-energy buildings with high indoor environment quality across Europe. As energy consumption of buildings depend strongly on the climate and the local weather conditions, additional aspects arise (such as environmental, technical, user experience, functional and design aspects) on the selection of the appropriate material and technical components installation for a successful implementation of nZEBs. Further, this selection of materials and design for climate should be based on a circular economy perspective considering environmental, economic and social effects along value chains. Better utilisation of products and resources via reuse-repair-recycling is essential in achieving a transformation from a linear to a circular economy model. Many of the current materials and technical systems still have varying degree of difficulty in accomplishing a circular perspective. Material and technical system development in a ZEB framework should focus on building thermal performance improvement, high quality of indoor environment according to occupants’ comfort and health needs, while reducing the emission intensity in terms of production, maintenance, assembling and operation.",2021-03-01,2025-02-28,48.0,SIGNED,14999167.63,16431777.5,['energy'],['energy'],"['energy consumption', 'zeb', 'building', 'climate', 'buildings', 'nzebs']",6
26692,NEWCOMERS,New Clean Energy Communities in a Changing European Energy System (NEWCOMERS),837752,"The European energy market is rapidly changing under the influence of three megatrends that currently drive the transformation of energy sectors worldwide: decarbonization, decentralization and digitalization. These megatrends have stimulated several technical and social innovations in the energy sector, which offer alternatives to the traditional business model of large centralized energy utilities and have the potential to further the goals of the Energy Union. One such example of social innovation in the energy sector are new forms of local energy communities that generate, store and use energy in a collaborative way and hence allow consumers to get involved in the production and storage of energy (“prosumage”) at the local level. New clean energy communities in a changing European energy system (NEWCOMERS) are often democratic and participatory in nature and at the same time characterized by unconventional alliances of actors, the use of innovative and smart technologies and new forms of value creation for their members and society. The NEWCOMERS project aims to investigate which regulatory, institutional and social conditions, at the national and local level, are favorable for the emergence and operation of  new clean energy communities. Furthermore, NEWCOMERS will explore how these new clean energy communities meet their members’(i.e. citizens’ and consumers’) needs better than more traditional energy services business models and whether they have the potential to increase the affordability of energy, their members’ energy literacy and efficiency in the use of energy, as well as their members’ and society’s support for the clean energy transition. The ultimate goal of the NEWCOMERS project is to identify the types of clean energy communities that perform best along a variety of dimensions, such as resilience, citizen engagement, security, efficiency and affordability, while being based on sustainable business models that have the potential to be scaled-up.",2019-06-01,2022-05-31,36.0,SIGNED,2949866.25,2984668.75,['energy'],['energy'],"['communities', 'smart', 'social innovation']",3
26697,PanePowerSW,Transparent Solar Panel Technology for Energy Autonomous Greenhouses and Glass Buildings,804554,"According to United Nations, the world population will reach to 9.7 billion by 2050. Food, energy and water are three critical resources that must be managed if mankind is going to thrive. With these figures, we will need a 70-100% increase of food supply to maintain the current nutrition levels. Greenhouse farming is a solution to the food worldwide demands as it increases the food production per acre up to 100% compared to open field agriculture. However, Greenhouse farming also implies both strong energy cost and gas emission. Indeed, agriculture production accounts for 14% of global energy demand and, in 2004, for 13.5% of global greenhouse gas emissions. On top of that, the world primary energy demand could increase by 50% by the middle of the century. Nowadays, buildings account for nearly 40% of the total energy consumption globally but it is estimated that potential energy savings in buildings could reach between 20% and 40% with new solutions. Solar panels enable energy savings; typically installed on the roof, but they do not offer versatility for other type of application, such as windows to allow the entrance of the light inside buildings or greenhouses.Our company has developed PanePower Solar Window (SW). PanePowerSW is a unique transparent (up to 70%) solar panel glass that generates clean energy through PV technology and more importantly allows the light to shine through greenhouses and commercial buildings windows. PanePowerSW contributes to the energy savings in buildings up to 30%, while in greenhouses, it enables the growing of the crop while reducing energy costs, quantified in 25% of the total operational costs. Thanks to Phase II project, we expect to reach the market in 2020, gaining sales of at least 20,000m2 in China and The Netherlands. By 2024, after our geographical expansion, we will reach cumulative revenues of ~€71 M; cumulative profits of €18.72M and, considering the costs of Phase 2 project in €2.13M, a ROI of 3.5.",2018-03-01,2021-02-28,36.0,CLOSED,1491783.13,2131118.75,['energy'],['energy'],"['energy consumption', 'energy demand', 'buildings']",3
26761,FuturePowerFlow,Exploiting the full integration potential of fluctuating renewable energies in power grid operation by new predictive technologies,947129,"Over the past years, a lot of (political) initiatives led to rising numbers of decentralized renewable energy generators like wind parks and solar plants, even on rooftops of private households. Although this tendency is very positive concerning the targeted energy transition and for reaching the EU’s valuable 2030 climate and energy goals, the thousands of different decentralized power supply units connected in different parts of the grid, at different voltage levels and under different grid code standards challenge grid operators. The volatility of renewable energy generation (caused by weather conditions) and the need to balance power generation and demand within grids head to an oxymoron: although wind blows and sun shines, grid operators have to reactively curtail these plants from the grid to guarantee grid safety. Current control room systems are not made for a proactive and exact management and control of single assets  – limiting the share of renewable energies in our power mix to a lower level than it’s possible. To fully exploit the potential of clean and green energy by 100%, energy & meteo systems developed FuturePowerFlow, an algorithm-based, modular system which uses weather forecasts, locations of renewable energy plants, data on grid infrastructure, historic demand data and even operating status of plants (iced, under maintenance, etc) to predict power flows in the grid based on generation and consumption for the next 48h in very high time-resolution. Instead of reacting just demand driven, FuturePowerFlow enables grid operators for the first time ever to proactively plan and manage the integration of decentralized renewable assets into their grid and execute precise actions within one system.FuturePowerFlow targets on a EUR 2.6bn energy market and is the perfect solution for transmission system operators and distribution system operators to manage their grids efficiently, directly targeting at and fulfilling their user needs.",2020-03-01,2022-02-28,24.0,SIGNED,1682625.0,2403750.0,['energy'],,"['positive', 'climate']",2
26789,BUILD UPON,"A multi-stakeholder Regional Action Network as a living structural base to effectively help define and implement deep energy efficient building renovation at local, national and European level.",649727,"BUILD UPON: Empower stakeholders to assist public authorities. 1. Provide large-scale capacity building or engagement activities: The key objective is to engage and empower a ‘critical mass’ of over 1,000 stakeholders with the process of defining and implementing their long-term national renovation strategy (Article 4, Energy Efficiency Directive). Process carried out by an important organisational innovation, ‘Green Building Councils’ (GBCs), in BG,CZ,ES, HR, IT, IE, FI, LV, RO, SE, SI, SK and TR. GBCs are multi-stakeholder platforms, formalising a ‘Regional Action Network’ of connected actors who will ensure the continuation of the activities beyond the project’s duration. 2. Target specific actors among a wide spectrum of stakeholders: The renovation stakeholder ecosystem will be mapped across the Project countries, to understand precisely which organisations will be needed to define and implement Article 4 and how this system functions. BUILD UPON has received over 100 letters of support across all its target groups. 3. Demonstrate a strong European added value:  The complex landscape of renovation initiatives (both public policy and market driven) will be compressed in a living ‘RenoWiki’ resource, to enable stakeholder understanding and dialogue, and ensure all stakeholders are ‘on the same page’. The stakeholder ‘community’ will be developed through a series of nearly 80 workshops across the region at local, national and European level. These will explore collaborative and solution focused working methods to deliver the stakeholder buy-in required by government to define and implement ambitious and viable Article 4 strategies. Experts involved with the design and management of identified best practice renovation initiatives will help stakeholders assess feasibility for implementing these in other countries, to move best practice sharing beyond information to action, and an incubator for new concepts will help launch further implementation orientated projects.",2015-03-01,2017-02-28,24.0,CLOSED,2351563.0,2351567.5,['energy'],['energy'],"['building', 'community']",2
26792,TEG AGS,Incorporation of Thermoelectric Generator into Advanced Glazing Systems and Vacuum Glazing Systems,841183,"Glass and glazing tends to be regarded as a passive material that has little use other than lighting and appearance, however, it has been established that properly formulated glazing components can have a dramatic impact on the overall energy use in buildings. The development of sound theoretical models and the demonstration of the Thermoelectric Generator (TEG) suggest that the next energy breakthrough in glazing and windows will be to convert sunlight falling on the glazing (which results in a temperature gradient within/across the glazing) into significant amounts of electricity for use in that building or for re-circulation to the grid. Therefore, complex and interlocking issues that need to be solved include:• A continued improvement in glazing that will maximize thermal gradient across the integrated TEG but maintain the primary function as light providers.• The need for new TEG materials that can maximise the conversion of full spectrum incident sunlight into usable current.• The 'extraction' and use of the power generated and the technical issues associated with returning it to the grid.• The public policy and new business models required to turn a successful technical prototype into a commercial reality.My research programme based on training at Lawrence Berkeley Lab, USA, Dublin Institute of Technology, Ireland and Coventry University, UK will directly address each of these problems in an integrated and holistic fashion.",2020-09-01,2024-01-29,41.0,TERMINATED,289732.8,289732.8,['energy'],,"['building', 'buildings']",2
26796,WEEVIL,Ultralight and ultrasafe adaptable 3-wheeler,653926,"L category vehicles should answer the demands for less energy consumption and affordability and represent an attractive solution in congested cities with scarce parking space. WEEVIL aims to develop a new L category 3-wheeler that is quiet, clean, energy efficient and safe, as well as attractive to the public so that the barriers for adopting it are minimized. The new vehicle concept is an ultralight and ultrasafe adaptable 3-wheeler, with a composite structure using new manufacturing processes for an affordable introduction of these materials in new vehicles. Modularity of elements (including battery packs), system integration and innovative vehicle architecture is considered in the vehicle design. The vehicle has a wheel width varying mechanism in order to allow adaptation to different speeds (wider at high speeds for stability, narrower at low speeds for space optimization and parking). WEEVIL will provide a new electric vehicle concept with innovative design to allow the user to adapt the vehicle to higher speeds or lower speeds and/or parking. Its characteristics will be lightness and safety, with a strong use of composite materials through new and affordable processing methods. A new drive-train with improved energy efficiency will be incorporated, as well as new solutions on system integration such as modular battery packs. WEEVIL solution will break the barriers for extended EV adoption in urban areas, i.e. vehicle capabilities and cost trade-off. A car-like comfort and driving experience in a reduced space (2-3 wheeler vehicle) is pursued. By providing a feasible concept adapted to the users’ expectations, the European EV car pool would be significantly enlarged, providing the pursued benefits on air quality, noise and environmental protection and also bringing traffic congestion reductions and a potential dominance of the European industry in this market.",2015-06-01,2019-05-31,48.0,CLOSED,6293944.0,6293944.0,['energy'],,"['energy consumption', 'urban', 'cities']",3
26806,EnergyKeeper,Keep the Energy at the right place!,731239,"Main idea is to allow individual users and urban communities in remote (isolated) areas to benefit from a local low carbon economy.The project will enable the communities and individual users to participate in the smart grid context, it will develop an intelligent storage solution optimizing the communities demand and supply. The solution will be scalable towards size of the community (30-10.000 households) and their capacity of renewable energy generation and available storage capacity (i.e. number of EV´s). It will: Scale up of cheap and more environmental friendly storage solution for medium/ low voltages It will mitigate on electricity poverty related to the intermittent generation of renewable electricity Development of the business model between community and local and national renewable energy generation.  Flatten the peak demands to Distribution System Operators (DSO´s)/ Energy Service Companies (ESCo´s) network Development of the local smart charging model (for the EV´s) for the community to reduce peak demands (optional) Research on new needs of communication protocols between end users (smart meters, EV) with storage solution and / or retailer in line with Expert Group of the SMGT",2017-01-01,2019-12-31,36.0,CLOSED,3995255.0,3995255.0,['energy'],['energy'],"['communities', 'smart', 'urban', 'community']",4
26811,NEXUS-DRR,Building resilience in the face of nexus threats: local knowledge and social practices of Brazilian youth,833401,"The complex interactions of the food-water-energy nexus have become prominent in academic and policy discourse addressing issues of resource security, equitable access, and resource interdependencies. The nexus has gained particular importance in terms of vulnerability to natural hazards since these can negatively affect the long-term availability of resources and pose a major risk to resource security. Building long-term resilience to resource insecurity requires interconnected solutions that also take account of particularly vulnerable groups such as youth. NEXUS-DRR offers a novel and interconnected approach by linking nexus thinking with disaster risk reduction. This MSCGF investigates threats to the food-water-energy nexus from the perspective of local knowledge and social practices of Brazilian youth in marginalized communities that are affected by environmental hazards such as floods and landslides. Using participatory research methods such as citizen science, it explores young people’s everyday lived experiences and practices related to the nexus. It investigates their understanding of the nexus, their access to and their use of resources as well as their knowledge of the causes of nexus threats and future scenarios. Moreover, it explores the social practices that young people have adopted to reduce their vulnerability in terms of resource insecurity, and investigates how youth knowledge and their social practices can be valued for the development of public policies. Through joint supervision, mentoring, career and interdisciplinary skills development at the beneficiary, the University of Birmingham (UK), and the host university, the University of Sao Paulo (Brazil), this MSCGF significantly strengthens the Fellow’s profile and career opportunities as an internationally recognised researcher of excellence in applied nexus, resilience, and environmental youth research.",2019-08-05,2023-02-10,42.0,SIGNED,270327.36,270327.36,['energy'],,"['building', 'communities']",2
26888,EGG1,Making distributed Combined Heat and Power (CHP) generation with zero pollution convenient,875864,"NEED: To reduce the impact of Particulate Matter (PM) pollution caused by fuel combustion for residential space and water heating in cities, an emerging solution is the use of micro-Combined Heat and Power (m-CHP) based on Solid Oxide Fuel Cell (SOFC), which use natural gas already available from the gas network to produce electricity and heat, but without any combustion. However, currently the installation of SOFC is difficult to design and run in an economically convenient way, due to the difficulty in predicting and optimizing the capacity utilization factor, i.e. the number of hours the m-CHP is operating, which depends on the fluctuating and seasonal heating demand of the application.SOLUTION: EGG1 is a patented configuration which combines SOFC with electric driven Heat Pump (HP) and an innovative control system able to optimize and make profitable the application of SOFC for residential and small commercial applications, by decoupling the heat and electricity production from the user demands, so making it able to respond to the electricity price signals or demand/response in smart grid configurations. EGG1 supplies power and heating demands using natural gas without any combustion, thus without any harmful smog and PM emission into the atmosphere, maximizing the capacity utilization factor and making SOFC and HP become economically profitable even in very cold climates, thanks to reduction of the energy bill of >50%. Egg integrates and sells the EGG1 micro-CHP as a black box for up to 10 apartments block, integrating BlueGEN 1.5 kW SOFC under partnership agreement with SOLIDpower, the world’s most advanced producer of SOFC m-CHP. The system will integrate commercial components with a proprietary integration and control system programmed with the advanced self-learning algorithms. The EGG1 will be installed by a network of certified installers and sold to private users (B2C) or to ESCOs (B2B).",2019-08-01,2020-01-31,6.0,CLOSED,50000.0,71429.0,['energy'],,"['smart', 'cities']",2
26890,Solar Bankability,Improving the Financeability and Attractiveness of Sustainable Energy Investments in Photovolatics: Quantifying and Managing the Technical Risk for Current and New Business Models,649997,"The overall objective of this proposal is to reduce the risk associated with investments in sustainable energy projects. The project results should increase trust from investors, financers and insurance companies. The project aims to establish a common practice for professional risk assessment based on technical and financial due diligence. The focus is on photovoltaic (PV) installations, with emphasis on projects on buildings or at the customer side of the electricity consumption meter and financed by professional investors.The project pursues the following specific objectives:- To develop, document and establish practices for evaluating and mitigating the technical risks associated with investments in photovoltaics- To develop, document and establish practices for valuing such risks when modeling the costs of a PV investment as investors do when evaluating the life cycle costs of such projects- To evaluate how these risks affect the electricity production and the expected return on investment in different business models- To enable the key actors, and particularly the financial market actors, to widely adopt the project results as best practices for the mitigation of risk of sustainable energy investments with current and new business models.The project will be based on large amount of empirical data available within the consortium and from other projects, allowing to formulate recommendations that are statistically significant and based on a large evidence base.The project will involve all relevant stakeholders being financial market actors, valuation and standardization entities, building and PV plant owners, industry, energy prosumers and policy makers. The impacts to be achieved are reduced uncertainty, increased investors’ confidence and trust, valuation methodologies agreed by the market, standardized descriptions of investments, labelling schemes or harmonized frameworks for investment, and support to national strategies for financing.",2015-03-01,2017-02-28,24.0,CLOSED,1355106.0,1355106.0,['energy'],['energy'],"['building', 'buildings']",2
